Namespace(batch_size=1024, dataset='zinc12k', decode_channels=256, decode_layers=3, device=0, dropout=0.5, epochs=400, eval_steps=1, graph_batch=512, hidden_channels=128, log_steps=1, lr=0.001, mask_ratio=0.8, mask_type='dm', num_layers=2, patience=50, runs=1, seed=42, use_sage='GCN', use_valedges_as_input=False)
Start training with mask ratio=0.8
Epoch: 01, Best_epoch: 01, Best_valid: 68.05, Loss: 1.1284, 
***************
Epoch: 02, Best_epoch: 01, Best_valid: 68.05, Loss: 0.8262, 
***************
Epoch: 03, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6257, 
***************
Epoch: 04, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5754, 
***************
Epoch: 05, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6450, 
***************
Epoch: 06, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4864, 
***************
Epoch: 07, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4496, 
***************
Epoch: 08, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4340, 
***************
Epoch: 09, Best_epoch: 01, Best_valid: 68.05, Loss: 0.2654, 
***************
Epoch: 10, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5070, 
***************
Epoch: 11, Best_epoch: 01, Best_valid: 68.05, Loss: 0.8231, 
***************
Epoch: 12, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7753, 
***************
Epoch: 13, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5466, 
***************
Epoch: 14, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7383, 
***************
Epoch: 15, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7022, 
***************
Epoch: 16, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7900, 
***************
Epoch: 17, Best_epoch: 01, Best_valid: 68.05, Loss: 0.8092, 
***************
Epoch: 18, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7347, 
***************
Epoch: 19, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7185, 
***************
Epoch: 20, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7352, 
***************
Epoch: 21, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6914, 
***************
Epoch: 22, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6559, 
***************
Epoch: 23, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6332, 
***************
Epoch: 24, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7073, 
***************
Epoch: 25, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5998, 
***************
Epoch: 26, Best_epoch: 01, Best_valid: 68.05, Loss: 0.7055, 
***************
Epoch: 27, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6873, 
***************
Epoch: 28, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6618, 
***************
Epoch: 29, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6644, 
***************
Epoch: 30, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6528, 
***************
Epoch: 31, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6571, 
***************
Epoch: 32, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5957, 
***************
Epoch: 33, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5951, 
***************
Epoch: 34, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6411, 
***************
Epoch: 35, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5298, 
***************
Epoch: 36, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5581, 
***************
Epoch: 37, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4950, 
***************
Epoch: 38, Best_epoch: 01, Best_valid: 68.05, Loss: 0.6517, 
***************
Epoch: 39, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4657, 
***************
Epoch: 40, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5436, 
***************
Epoch: 41, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4185, 
***************
Epoch: 42, Best_epoch: 01, Best_valid: 68.05, Loss: 0.5472, 
***************
Epoch: 43, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4098, 
***************
Epoch: 44, Best_epoch: 01, Best_valid: 68.05, Loss: 0.3772, 
***************
Epoch: 45, Best_epoch: 01, Best_valid: 68.05, Loss: 0.4830, 
***************
Epoch: 46, Best_epoch: 46, Best_valid: 68.48, Loss: 0.4602, 
***************
Epoch: 47, Best_epoch: 46, Best_valid: 68.48, Loss: 0.4853, 
***************
Epoch: 48, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3611, 
***************
Epoch: 49, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3293, 
***************
Epoch: 50, Best_epoch: 48, Best_valid: 78.24, Loss: 0.4060, 
***************
Epoch: 51, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3135, 
***************
Epoch: 52, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3043, 
***************
Epoch: 53, Best_epoch: 48, Best_valid: 78.24, Loss: 0.5099, 
***************
Epoch: 54, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3410, 
***************
Epoch: 55, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3070, 
***************
Epoch: 56, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2919, 
***************
Epoch: 57, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2987, 
***************
Epoch: 58, Best_epoch: 48, Best_valid: 78.24, Loss: 0.5099, 
***************
Epoch: 59, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3095, 
***************
Epoch: 60, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3624, 
***************
Epoch: 61, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2700, 
***************
Epoch: 62, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2695, 
***************
Epoch: 63, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2733, 
***************
Epoch: 64, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2774, 
***************
Epoch: 65, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2748, 
***************
Epoch: 66, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2874, 
***************
Epoch: 67, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2974, 
***************
Epoch: 68, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2741, 
***************
Epoch: 69, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2748, 
***************
Epoch: 70, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3235, 
***************
Epoch: 71, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2645, 
***************
Epoch: 72, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2591, 
***************
Epoch: 73, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2385, 
***************
Epoch: 74, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2424, 
***************
Epoch: 75, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2619, 
***************
Epoch: 76, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2454, 
***************
Epoch: 77, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2596, 
***************
Epoch: 78, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2631, 
***************
Epoch: 79, Best_epoch: 48, Best_valid: 78.24, Loss: 0.3274, 
***************
Epoch: 80, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2650, 
***************
Epoch: 81, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2467, 
***************
Epoch: 82, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2720, 
***************
Epoch: 83, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2755, 
***************
Epoch: 84, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2283, 
***************
Epoch: 85, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2180, 
***************
Epoch: 86, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2382, 
***************
Epoch: 87, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2298, 
***************
Epoch: 88, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2386, 
***************
Epoch: 89, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2185, 
***************
Epoch: 90, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2355, 
***************
Epoch: 91, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2323, 
***************
Epoch: 92, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2438, 
***************
Epoch: 93, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2200, 
***************
Epoch: 94, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2174, 
***************
Epoch: 95, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2138, 
***************
Epoch: 96, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2438, 
***************
Epoch: 97, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2579, 
***************
Epoch: 98, Best_epoch: 48, Best_valid: 78.24, Loss: 0.2767, 
***************
Early stop at 98
